Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence
2022,60-69,Male,24.22,20.29,Middle,2,Yes,10,1,Yes,10,Yes,4,3
2024,10-14,Female,41.67,59.42,Low,3,Yes,1,4,Yes,3,No,1,6
2022,25-29,Both,16.68,50.28,Middle,4,Yes,3,10,No,4,No,10,3
2023,50-59,Male,35.29,61.22,Low,7,No,1,1,No,1,No,9,1
2022,15-19,Male,18.93,16.01,Middle,5,No,8,7,Yes,5,No,2,3
2022,30-39,Both,34.74,32.1,Middle,1,Yes,10,7,Yes,2,No,2,10
2020,50-59,Female,36.26,56.93,High,10,Yes,2,7,No,1,Yes,5,4
2020,60-69,Both,23.97,61.56,Low,1,No,7,4,No,6,No,2,1
2020,30-39,Female,27.29,44.13,Low,4,No,5,3,No,8,No,9,3
2024,30-39,Both,18.66,18.74,High,2,No,8,9,Yes,6,No,7,2
2020,40-49,Male,47.58,39.65,Low,1,No,8,10,Yes,4,Yes,4,7
2023,60-69,Both,20.77,35.31,High,2,Yes,1,10,No,10,No,7,2
2022,30-39,Female,31.9,12.66,Low,2,Yes,9,9,Yes,10,Yes,8,8
2021,30-39,Female,15.16,16.66,Low,1,No,9,7,No,5,Yes,10,9
2023,15-19,Female,49.11,43.85,Low,6,Yes,2,1,No,9,No,10,1
2021,15-19,Both,11.11,14.78,High,8,No,8,7,Yes,3,Yes,10,3
2023,15-19,Male,6.81,41.61,High,7,No,7,2,Yes,6,No,6,9
2020,10-14,Both,45.25,38.86,Middle,6,Yes,1,4,No,7,Yes,6,8
2021,70-79,Female,42.53,36.79,Middle,9,No,2,10,No,2,No,6,6
2023,20-24,Both,5.11,52.43,Low,4,No,7,2,Yes,6,Yes,2,8
2023,30-39,Male,19.02,67.97,Low,6,No,8,10,Yes,9,No,4,2
2023,70-79,Female,46.15,13.2,High,4,Yes,10,5,No,3,No,8,8
2024,20-24,Both,22.43,21.88,Low,7,Yes,8,1,No,1,Yes,7,7
2024,60-69,Female,8.77,13.48,Low,4,Yes,10,9,No,8,No,9,8
2021,15-19,Male,8.17,11.31,High,4,No,3,3,No,10,Yes,7,6
2024,25-29,Male,17.87,10.24,High,3,No,1,8,No,5,Yes,10,6
2023,25-29,Male,28.71,54.22,High,8,No,9,9,Yes,2,No,6,1
2023,30-39,Female,24.71,42.03,High,4,Yes,5,2,Yes,6,No,5,3
2023,80+,Both,34.78,67.84,High,2,Yes,8,8,No,9,Yes,4,1
2022,30-39,Both,13.67,58.17,High,5,Yes,2,8,Yes,4,Yes,7,3
2024,20-24,Male,37.17,30.68,Low,9,Yes,3,2,Yes,4,No,8,5
2023,40-49,Female,38.71,35.86,High,9,No,4,10,Yes,9,Yes,2,5
2021,40-49,Both,5.67,14.59,High,10,No,5,8,No,5,No,5,2
2023,20-24,Both,49.17,33.26,Middle,4,No,9,10,Yes,7,Yes,9,5
2024,70-79,Both,18.93,35.31,High,6,Yes,5,8,Yes,4,No,9,8
2020,40-49,Male,42.04,46.77,High,8,Yes,8,5,No,6,No,9,6
2023,10-14,Female,19.55,36.76,Middle,10,Yes,6,5,Yes,4,No,7,6
2020,20-24,Male,6.74,53.87,Middle,8,No,5,5,No,6,No,2,8
2023,20-24,Female,34.85,59.06,Middle,2,No,4,9,Yes,9,Yes,9,6
2020,30-39,Female,42.81,45.91,High,2,No,7,4,No,9,No,3,3
2023,10-14,Both,29.33,46.03,Low,6,Yes,3,3,No,4,No,4,9
2022,50-59,Female,12.06,63.95,Middle,1,No,5,10,No,8,Yes,1,9
2020,70-79,Female,17.72,16.86,High,1,Yes,7,1,Yes,3,Yes,3,1
2020,30-39,Both,8.69,37.97,High,7,No,10,1,Yes,9,No,9,5
2023,50-59,Female,30.56,19.13,Low,5,No,6,3,Yes,7,No,5,2
2021,80+,Male,13.32,49.1,Low,3,Yes,3,7,No,1,Yes,5,6
2024,25-29,Both,7.34,19.33,High,4,Yes,10,9,Yes,10,Yes,5,7
2020,15-19,Both,33.27,35.33,High,7,No,7,1,No,8,Yes,6,6
2024,10-14,Both,25.93,64.5,Low,10,No,4,5,No,7,Yes,2,6
2020,40-49,Female,26.4,39.02,Middle,7,Yes,1,3,No,1,No,4,4
2022,80+,Both,13.21,29.04,Middle,8,No,4,3,Yes,6,No,5,8
2024,15-19,Female,9.34,62.32,High,8,Yes,7,1,No,1,No,9,9
2022,60-69,Both,31.9,51.26,Middle,9,Yes,3,10,Yes,5,Yes,1,3
2022,30-39,Male,26.7,67.33,Low,7,No,3,3,No,4,Yes,2,2
2021,10-14,Male,22.36,46.66,Middle,8,Yes,4,7,No,7,No,1,3
2020,40-49,Female,49.09,33.4,Middle,2,Yes,8,4,No,7,Yes,10,8
2020,10-14,Male,41.56,52.26,Middle,5,No,3,9,Yes,8,No,9,1
2024,50-59,Female,28.27,16.1,Middle,1,Yes,4,3,Yes,9,No,5,10
2023,20-24,Female,5.15,16.2,Middle,4,No,4,2,No,1,No,9,5
2020,25-29,Both,46.97,44.47,Low,6,Yes,5,3,No,7,Yes,7,7
2021,80+,Both,27.31,55.17,Low,8,No,9,8,No,2,Yes,7,4
2020,80+,Male,32.32,21.48,High,2,No,8,4,Yes,9,No,10,10
2021,70-79,Female,15.23,43.09,High,9,No,8,3,No,9,No,7,3
2023,20-24,Male,36.81,15.14,Low,7,Yes,5,8,No,4,No,4,1
2020,50-59,Male,36.73,62.73,High,8,No,1,8,Yes,6,Yes,5,6
2023,30-39,Male,24.6,22.35,Low,1,No,9,3,No,6,Yes,5,9
2023,60-69,Male,22.4,21.82,Middle,3,No,3,9,No,8,No,1,7
2023,60-69,Both,32.39,26.67,Low,2,Yes,7,4,Yes,8,Yes,10,4
2020,10-14,Female,40.07,20.32,Low,5,No,1,5,No,4,Yes,1,5
2021,40-49,Female,20.02,10.39,Low,3,No,7,9,No,3,Yes,8,10
2020,70-79,Female,12.95,21.99,Middle,3,Yes,7,1,Yes,2,Yes,6,4
2023,70-79,Male,16.69,17.72,High,7,Yes,3,5,No,3,No,7,10
2023,25-29,Male,26.5,28.97,Low,1,No,5,6,Yes,4,No,9,2
2022,80+,Both,22.26,58.52,High,5,Yes,5,5,Yes,4,Yes,7,8
2022,10-14,Female,10.04,44.75,High,2,Yes,10,2,Yes,4,Yes,5,6
2024,40-49,Female,28.95,42.5,Middle,10,Yes,2,6,Yes,1,Yes,10,5
2022,70-79,Male,7.94,14.98,Low,7,Yes,8,4,Yes,3,No,7,10
2024,50-59,Male,22.27,63.1,Middle,2,No,1,7,No,6,Yes,6,6
2023,70-79,Female,8.4,39.26,Low,5,No,1,10,No,8,Yes,1,8
2023,70-79,Both,27.7,29.37,High,8,Yes,5,3,No,3,No,8,8
2022,15-19,Male,41.97,53.58,Low,5,No,3,10,No,3,Yes,8,8
2020,30-39,Female,27.74,19.51,High,3,Yes,2,3,No,3,Yes,5,9
2022,80+,Both,32.58,52.46,Middle,10,Yes,6,5,Yes,8,No,8,7
2021,10-14,Male,35.19,40.82,Low,9,No,8,1,No,10,No,8,1
2021,20-24,Both,24.38,30.04,Middle,6,Yes,7,4,No,3,Yes,6,2
2020,70-79,Both,46.11,15.82,Middle,7,No,8,6,Yes,9,Yes,2,10
2024,80+,Male,9.28,35.53,Middle,4,Yes,6,4,No,7,No,2,8
2023,10-14,Female,38.74,30.84,Middle,6,No,7,6,No,5,Yes,2,5
2024,25-29,Male,41.7,59.06,Low,8,Yes,2,9,No,1,Yes,1,8
2020,25-29,Female,10.48,22.69,Middle,9,Yes,4,2,Yes,6,Yes,8,8
2024,50-59,Female,35.24,59.43,High,6,No,9,1,Yes,7,No,10,8
2022,40-49,Both,8.92,68.88,High,5,Yes,2,5,No,7,No,7,7
2022,10-14,Male,25.37,22.63,Middle,6,No,5,8,No,6,Yes,5,5
2022,50-59,Both,9.01,66.16,Low,10,Yes,10,7,No,7,Yes,10,5
2020,25-29,Male,47.23,26.5,Low,7,Yes,6,8,Yes,4,Yes,9,9
2020,50-59,Both,24.49,25.71,Low,6,No,2,8,No,6,Yes,2,4
2024,50-59,Both,46.32,54.38,Middle,9,Yes,8,4,Yes,2,Yes,2,7
2020,50-59,Both,27.01,17.05,Low,6,Yes,9,6,No,8,Yes,8,6
2020,20-24,Male,24.12,67.0,Middle,7,No,3,7,No,3,No,5,4
2024,15-19,Both,19.96,64.24,High,8,Yes,5,8,Yes,3,Yes,7,5
2024,40-49,Both,8.78,30.29,High,9,Yes,7,3,Yes,6,No,3,7
2020,80+,Male,26.77,66.14,Low,1,Yes,7,10,No,5,No,9,4
2022,60-69,Male,12.61,37.39,High,3,Yes,9,5,Yes,9,No,2,2
2022,10-14,Both,27.18,58.6,High,1,No,5,3,Yes,3,Yes,7,8
2023,25-29,Male,40.06,52.72,High,3,Yes,4,4,No,10,Yes,6,2
2021,70-79,Both,43.51,43.95,Low,8,Yes,7,1,No,1,No,2,9
2023,50-59,Both,39.35,35.6,High,1,No,3,5,No,8,Yes,2,5
2022,50-59,Female,41.03,64.46,High,9,No,5,8,Yes,7,Yes,2,5
2022,30-39,Female,34.41,12.01,Low,3,Yes,1,3,Yes,3,Yes,6,1
2024,70-79,Both,11.19,66.75,High,2,No,4,4,Yes,4,Yes,5,4
2022,25-29,Both,47.69,16.72,Low,7,Yes,5,1,Yes,3,Yes,8,2
2023,50-59,Both,28.16,52.66,Low,10,Yes,7,7,No,5,Yes,1,3
2021,80+,Female,34.37,54.2,Low,6,Yes,7,1,Yes,8,No,6,2
2021,15-19,Both,18.46,20.46,Low,3,Yes,1,2,No,7,Yes,10,9
2022,20-24,Both,11.1,49.89,Middle,1,Yes,8,6,Yes,9,No,4,1
2021,60-69,Female,39.33,66.1,Middle,10,No,8,7,Yes,5,Yes,2,2
2022,60-69,Female,15.66,68.97,Low,6,Yes,5,3,Yes,9,Yes,3,7
2023,10-14,Male,45.62,53.88,Low,4,No,7,8,Yes,8,No,3,6
2021,25-29,Both,43.24,27.63,Low,7,Yes,6,3,No,6,No,10,7
2023,20-24,Female,14.65,34.09,Middle,8,Yes,5,3,No,1,No,4,7
2020,60-69,Female,21.38,44.54,Middle,2,Yes,5,4,Yes,1,No,9,4
2023,15-19,Female,13.82,30.91,Low,8,Yes,6,6,No,3,No,8,8
2021,15-19,Female,26.94,39.71,High,2,No,3,5,Yes,7,No,10,3
2024,30-39,Female,6.98,15.82,Middle,7,No,7,10,No,4,Yes,6,4
2022,30-39,Both,6.47,34.54,Low,10,Yes,5,4,Yes,1,Yes,4,8
2024,40-49,Both,23.81,49.06,High,2,No,8,7,No,5,No,5,3
2021,10-14,Both,32.6,58.38,Low,5,No,7,2,No,6,Yes,2,10
2021,15-19,Male,44.68,44.85,High,4,No,4,9,Yes,3,No,9,4
2024,70-79,Both,25.14,54.6,Low,10,No,4,6,No,10,No,2,2
2023,20-24,Male,6.57,58.3,High,5,No,9,6,Yes,4,Yes,2,7
2020,25-29,Both,14.94,24.09,Middle,6,Yes,7,9,No,8,No,7,7
2024,50-59,Both,42.25,31.92,Low,2,No,9,2,Yes,3,No,2,3
2021,15-19,Both,8.28,56.16,Low,2,No,7,7,No,1,Yes,1,6
2020,30-39,Female,24.17,41.86,Low,10,No,6,6,No,5,Yes,3,1
2022,10-14,Both,42.29,63.98,Low,9,Yes,8,5,Yes,5,No,2,8
2020,60-69,Male,45.13,55.27,Middle,9,Yes,3,7,No,5,Yes,10,8
2023,50-59,Male,44.62,24.04,Middle,6,Yes,9,5,Yes,9,Yes,10,5
2022,15-19,Both,49.42,59.52,High,1,Yes,2,5,No,5,No,2,5
2023,10-14,Male,13.56,66.24,Middle,3,Yes,9,8,Yes,9,No,2,3
2021,80+,Male,33.68,63.3,Middle,7,No,10,5,No,6,Yes,7,4
2023,80+,Male,37.59,29.55,High,7,Yes,1,5,Yes,6,No,7,2
2022,80+,Female,42.3,25.61,High,9,No,3,2,No,7,Yes,4,5
2024,40-49,Both,28.57,38.93,Middle,4,No,7,9,Yes,7,No,2,5
2021,40-49,Both,43.12,30.9,Middle,6,No,3,10,No,7,Yes,10,9
2024,60-69,Both,38.77,64.6,Middle,7,No,10,5,Yes,5,Yes,1,1
2023,25-29,Both,30.0,49.58,High,1,Yes,9,8,No,5,Yes,2,9
2020,60-69,Both,23.09,20.48,Middle,2,Yes,7,10,Yes,2,No,7,6
2021,80+,Female,11.06,41.09,Low,7,No,1,7,Yes,1,Yes,10,4
2022,10-14,Male,28.18,65.54,High,2,No,3,7,No,3,No,6,3
2021,20-24,Female,27.96,52.3,High,6,Yes,2,9,No,1,Yes,7,4
2024,40-49,Female,29.21,20.75,Middle,10,No,5,10,No,7,Yes,6,5
2024,25-29,Both,7.93,29.39,High,8,No,10,5,No,8,Yes,6,3
2020,40-49,Both,48.3,14.37,Low,4,Yes,8,5,No,1,Yes,2,1
2023,10-14,Female,34.22,15.7,High,1,Yes,9,5,Yes,4,No,1,5
2021,15-19,Female,31.03,33.01,Middle,7,No,9,6,No,1,Yes,3,6
2024,30-39,Both,22.22,36.87,Middle,8,No,6,9,No,10,Yes,1,2
2022,30-39,Female,13.85,33.97,Low,3,No,6,3,No,6,No,8,8
2022,70-79,Male,49.24,27.82,High,4,No,4,6,No,9,Yes,3,4
2024,50-59,Female,30.76,59.75,Low,5,Yes,1,8,Yes,2,No,1,2
2021,10-14,Male,16.29,14.39,High,7,Yes,9,6,No,6,Yes,7,2
2023,10-14,Male,42.42,20.3,Low,1,Yes,10,5,No,9,Yes,1,9
2023,60-69,Both,24.07,40.53,Middle,7,No,4,4,No,10,No,7,10
2020,40-49,Male,33.47,39.72,High,6,No,9,3,Yes,8,No,8,8
2020,15-19,Male,5.16,47.06,Middle,6,No,8,7,Yes,7,No,6,9
2022,40-49,Both,23.78,68.21,Middle,9,No,4,4,Yes,9,No,4,6
2024,50-59,Both,40.63,30.23,Middle,7,No,2,5,No,2,Yes,8,6
2022,25-29,Female,34.49,16.31,Low,8,Yes,6,10,No,7,No,4,8
2024,10-14,Female,22.35,38.64,Low,5,No,5,5,No,6,Yes,10,7
2022,10-14,Both,39.45,67.7,High,2,No,10,9,Yes,3,No,2,1
2024,20-24,Male,18.79,67.72,High,4,Yes,4,9,No,1,No,9,3
2021,60-69,Male,47.11,59.61,High,4,Yes,7,9,Yes,6,No,9,10
2021,50-59,Male,49.04,42.17,Middle,10,Yes,8,6,Yes,4,No,7,5
2021,25-29,Both,44.92,27.99,Low,7,No,5,1,Yes,3,No,1,7
2020,25-29,Female,29.35,13.25,High,8,No,2,3,No,2,Yes,7,1
2023,60-69,Male,29.81,42.82,Middle,5,Yes,1,3,Yes,3,Yes,8,5
2023,70-79,Female,28.74,50.28,Low,9,No,1,8,Yes,1,No,10,7
2023,40-49,Male,12.24,29.96,High,7,Yes,9,9,Yes,4,Yes,6,4
2024,20-24,Female,41.21,48.43,Middle,5,No,8,2,No,4,Yes,8,8
2020,30-39,Male,20.62,19.08,High,3,Yes,4,6,No,3,Yes,3,2
2023,80+,Both,18.36,63.51,Middle,5,No,9,4,No,1,No,4,7
2024,10-14,Male,29.98,57.63,Middle,7,Yes,7,1,No,3,Yes,1,10
2020,10-14,Both,31.25,62.44,Low,2,Yes,3,5,No,10,No,3,6
2021,70-79,Both,5.51,30.96,Low,3,No,4,10,No,4,Yes,6,2
2020,15-19,Male,39.7,16.17,High,2,No,4,9,Yes,7,No,1,8
2024,40-49,Male,12.71,34.64,High,2,Yes,7,2,Yes,8,No,4,9
2021,60-69,Both,11.08,68.69,Middle,10,No,3,3,No,6,Yes,10,10
2023,50-59,Both,8.31,13.19,Low,8,No,8,7,No,8,No,8,9
2024,80+,Female,29.58,59.96,Low,7,No,10,6,Yes,5,Yes,4,10
2022,50-59,Male,36.2,43.96,Middle,6,Yes,4,4,Yes,2,No,1,4
2021,60-69,Both,30.55,29.5,Low,2,Yes,9,2,Yes,8,No,4,5
2023,20-24,Female,44.97,18.59,Middle,3,Yes,2,7,No,1,Yes,9,7
2020,10-14,Male,13.46,65.77,High,6,No,10,1,No,4,Yes,6,10
2024,40-49,Male,47.35,14.27,High,2,Yes,8,4,Yes,4,Yes,1,10
2023,40-49,Male,35.48,56.87,High,9,No,1,10,Yes,3,No,7,1
2020,70-79,Female,23.27,55.46,Low,8,No,7,7,No,7,Yes,10,6
2022,60-69,Female,24.87,31.77,Low,3,No,6,5,Yes,9,Yes,8,10
2021,15-19,Both,29.79,59.64,High,10,Yes,10,10,No,6,No,2,7
2024,60-69,Female,20.05,58.85,High,3,No,2,2,No,3,No,3,10
2023,70-79,Male,49.62,49.79,Low,4,Yes,8,5,Yes,6,No,3,8
2021,20-24,Female,26.91,28.93,High,1,No,5,2,No,5,No,10,1
2020,80+,Both,46.09,21.7,Low,1,Yes,3,7,No,7,No,10,6
2023,80+,Male,7.75,40.76,High,7,No,8,5,Yes,9,Yes,1,5
2022,20-24,Female,31.07,55.96,Middle,1,Yes,4,4,No,8,No,1,5
2024,70-79,Male,19.28,48.09,Low,10,No,5,4,Yes,1,Yes,7,3
2022,10-14,Male,19.64,54.04,High,5,Yes,10,4,No,4,No,8,1
2022,70-79,Male,28.78,27.2,High,4,Yes,8,9,No,5,No,7,1
2020,50-59,Female,12.29,68.56,Middle,6,Yes,4,9,Yes,1,No,2,6
2020,30-39,Male,9.42,60.47,High,3,Yes,5,3,Yes,9,No,10,2
2021,20-24,Both,20.52,60.83,Low,4,Yes,6,6,No,3,No,3,5
2024,30-39,Female,5.07,22.64,High,6,Yes,8,6,No,8,No,4,7
2021,15-19,Male,36.46,11.71,High,2,Yes,3,7,No,9,No,4,9
2022,15-19,Female,32.01,46.45,Low,9,Yes,10,8,No,5,No,2,7
2023,15-19,Male,16.24,23.89,Low,8,No,6,10,No,8,Yes,2,1
2022,25-29,Female,7.51,22.47,Middle,1,No,3,5,Yes,7,No,6,9
2024,10-14,Female,31.07,69.21,Low,5,No,8,8,Yes,9,Yes,4,8
2023,20-24,Female,8.62,27.93,Low,9,No,2,9,No,1,No,2,4
2023,80+,Female,35.51,65.96,Middle,5,Yes,10,9,No,6,Yes,7,7
2024,20-24,Female,11.06,23.33,Middle,5,No,3,7,No,5,Yes,5,5
2022,25-29,Male,16.89,35.8,Low,5,No,6,5,No,6,Yes,8,5
2021,80+,Both,22.6,58.3,Middle,3,Yes,5,1,No,7,No,9,6
2021,50-59,Male,26.29,45.93,High,5,No,4,3,No,1,No,2,3
2022,70-79,Male,33.68,52.46,High,6,No,2,7,Yes,3,No,3,5
2022,60-69,Female,46.79,56.39,Low,7,No,4,4,Yes,4,Yes,9,8
2021,50-59,Male,22.11,19.96,Middle,7,No,5,9,No,8,No,4,1
2024,40-49,Male,10.25,57.06,Low,9,Yes,4,8,No,8,Yes,9,3
2020,50-59,Both,20.15,52.09,High,10,No,7,4,Yes,7,Yes,3,1
2021,50-59,Female,46.9,55.3,Middle,1,No,10,9,No,5,No,2,6
2024,50-59,Male,26.47,22.14,Low,3,Yes,3,4,No,9,No,8,2
2022,70-79,Female,5.46,15.64,Low,2,Yes,1,8,No,5,No,2,1
2020,40-49,Male,5.35,48.02,Low,8,No,7,1,No,8,Yes,9,7
2022,80+,Both,13.45,55.3,Middle,6,Yes,3,10,Yes,4,Yes,3,4
2020,30-39,Female,36.35,10.29,Middle,5,No,4,1,No,9,No,7,1
2022,15-19,Male,18.09,48.2,Middle,3,No,1,3,No,8,Yes,6,10
2024,50-59,Male,11.93,56.4,Middle,10,No,10,7,Yes,9,Yes,4,5
2024,70-79,Female,33.28,65.8,Low,3,No,9,10,No,7,Yes,7,2
2020,60-69,Both,16.25,27.65,Low,1,No,10,9,No,3,No,4,7
2023,80+,Male,48.28,12.99,Low,6,Yes,7,5,Yes,4,No,6,2
2021,30-39,Both,43.81,20.49,Middle,10,No,3,1,Yes,10,Yes,3,3
2021,60-69,Both,11.19,32.5,Low,2,Yes,4,9,Yes,5,Yes,8,6
2022,15-19,Both,30.36,52.46,Middle,1,Yes,3,1,No,1,Yes,2,2
2020,80+,Male,31.14,54.82,Low,6,No,3,10,No,5,Yes,1,1
2021,40-49,Both,40.48,20.62,High,10,No,10,6,No,8,Yes,3,5
2020,80+,Both,31.59,51.88,High,4,Yes,6,4,No,8,No,5,9
2024,20-24,Both,25.57,63.58,High,4,No,7,4,Yes,10,Yes,6,7
2022,25-29,Both,10.62,63.88,Low,1,Yes,6,8,No,3,Yes,10,6
2023,15-19,Both,23.51,25.15,Middle,10,No,7,8,No,9,Yes,6,8
2023,70-79,Male,38.95,43.22,Middle,8,Yes,8,4,Yes,4,Yes,10,4
2024,50-59,Female,26.98,69.76,Low,7,Yes,7,1,No,10,No,10,4
2024,20-24,Both,29.27,48.8,Middle,10,No,7,4,Yes,9,No,3,7
2022,40-49,Female,33.0,65.87,High,6,Yes,2,7,Yes,3,Yes,4,5
2021,15-19,Both,14.76,47.73,High,6,No,1,7,Yes,6,No,5,4
2021,50-59,Female,49.84,30.02,Middle,4,Yes,10,10,No,9,No,7,8
2023,15-19,Male,48.39,65.21,High,8,Yes,4,3,No,7,Yes,7,9
2020,15-19,Female,26.73,28.23,High,8,Yes,8,10,Yes,2,No,4,9
2021,70-79,Both,35.26,50.76,High,8,Yes,2,1,No,5,Yes,9,1
2024,20-24,Both,49.36,69.85,Low,10,Yes,4,7,No,2,Yes,2,7
2021,20-24,Male,45.54,29.71,Low,2,Yes,4,9,No,7,No,5,5
2021,10-14,Both,44.03,39.55,High,1,Yes,7,2,Yes,9,No,1,1
2021,60-69,Male,19.07,39.94,Middle,5,Yes,3,9,No,5,No,4,10
2023,30-39,Both,24.92,18.03,Middle,2,Yes,10,2,No,3,Yes,9,6
2022,70-79,Female,45.01,51.88,Low,3,No,7,9,No,5,No,6,1
2024,30-39,Both,23.7,24.12,Low,5,No,10,8,No,2,Yes,2,8
2020,25-29,Female,49.37,12.26,High,5,Yes,7,7,Yes,1,No,6,4
2021,40-49,Male,36.35,25.41,Middle,10,Yes,2,2,No,7,Yes,10,1
2024,80+,Male,13.34,56.96,High,5,No,9,7,No,4,No,3,9
2021,30-39,Both,21.05,29.58,Low,6,No,3,3,No,5,No,5,7
2024,50-59,Both,46.02,41.43,Middle,6,Yes,10,5,No,7,Yes,8,5
2021,50-59,Female,5.8,55.52,High,3,No,8,7,Yes,8,Yes,6,8
2024,30-39,Female,45.3,68.97,High,7,Yes,7,7,No,1,Yes,3,8
2021,50-59,Male,36.2,44.26,High,4,No,9,8,No,10,No,1,8
2023,50-59,Both,28.14,69.96,High,7,Yes,5,10,Yes,6,No,9,4
2024,30-39,Female,28.15,63.1,Low,6,No,5,8,Yes,10,Yes,10,10
2024,80+,Both,7.46,49.12,Low,10,Yes,7,1,No,7,No,8,9
2020,10-14,Male,11.94,42.86,Low,6,No,3,3,Yes,1,Yes,5,4
2024,40-49,Male,30.02,57.19,Middle,3,Yes,7,5,Yes,1,No,7,6
2020,10-14,Male,5.57,36.99,Low,5,Yes,10,9,No,2,No,5,1
2020,20-24,Male,37.13,63.43,High,7,Yes,7,10,No,9,Yes,8,4
2022,20-24,Both,8.04,48.61,High,5,No,4,10,No,1,Yes,2,6
2022,15-19,Both,25.72,67.97,High,8,No,5,7,Yes,9,No,5,4
2024,30-39,Both,17.37,56.77,Middle,1,No,6,8,No,4,Yes,3,3
2020,50-59,Both,14.0,50.54,Middle,7,No,10,10,No,9,No,4,2
2023,25-29,Both,27.85,66.11,High,3,No,5,4,No,2,No,6,2
2023,20-24,Female,25.92,33.98,Middle,5,No,8,5,Yes,9,Yes,5,1
2020,10-14,Both,24.17,33.27,Middle,4,Yes,8,3,Yes,4,No,4,2
2022,70-79,Male,32.35,12.33,Low,5,Yes,10,6,Yes,5,Yes,5,3
2024,25-29,Both,24.0,32.49,High,10,Yes,1,10,Yes,5,Yes,9,1
2021,15-19,Male,30.04,48.54,Middle,8,No,2,8,No,1,Yes,10,9
2020,40-49,Male,47.63,35.3,Low,6,No,4,4,No,6,No,6,1
2020,10-14,Both,19.27,66.03,Low,5,Yes,6,1,No,7,Yes,6,10
2022,25-29,Male,10.6,65.26,High,9,Yes,10,10,Yes,7,Yes,9,4
2024,25-29,Male,28.51,51.56,Low,1,Yes,10,9,No,4,No,6,4
2021,30-39,Male,8.56,49.84,Low,10,No,9,8,Yes,8,No,10,6
2024,20-24,Both,26.08,50.71,High,6,No,10,7,Yes,2,No,7,3
2021,15-19,Female,5.61,54.41,High,8,Yes,4,7,Yes,3,Yes,5,5
2020,30-39,Both,11.51,12.4,High,7,No,5,10,Yes,7,Yes,10,1
2024,40-49,Female,46.3,21.62,High,7,No,2,1,No,6,No,7,2
2022,25-29,Male,24.0,38.69,Low,1,Yes,4,7,No,2,Yes,7,4
2022,10-14,Male,5.94,16.13,Middle,3,Yes,5,4,Yes,8,Yes,8,2
2021,50-59,Female,10.28,57.48,Middle,9,No,9,4,No,3,Yes,4,2
2022,30-39,Both,17.1,56.29,Low,1,No,9,7,No,10,No,2,6
2023,20-24,Female,47.68,20.44,High,1,Yes,1,1,Yes,6,No,4,6
2021,10-14,Female,11.36,68.66,Low,10,No,10,9,Yes,4,No,3,7
2022,20-24,Male,33.33,17.76,High,5,Yes,1,1,Yes,5,Yes,8,6
2023,40-49,Female,28.69,69.73,High,1,Yes,8,2,Yes,9,Yes,3,1
2020,60-69,Female,30.18,11.44,High,10,No,1,7,No,5,No,1,2
2021,25-29,Female,12.94,45.44,High,4,No,7,4,Yes,1,No,10,5
2021,15-19,Male,47.47,27.87,Low,2,No,5,9,Yes,8,No,4,5
2020,10-14,Male,45.03,30.78,Middle,7,No,4,3,No,5,No,7,8
2020,70-79,Female,9.27,11.61,High,9,No,10,2,No,9,Yes,4,7
2021,30-39,Male,38.45,60.7,Middle,5,No,10,7,Yes,9,Yes,4,10
2023,30-39,Female,38.3,27.0,Middle,6,Yes,4,6,Yes,5,No,6,4
2020,70-79,Female,25.23,36.17,Low,2,No,10,2,Yes,2,No,5,7
2023,30-39,Female,20.47,27.28,Low,5,Yes,4,4,No,1,No,1,4
2023,10-14,Both,9.52,35.03,High,3,No,9,10,Yes,1,Yes,2,9
2022,70-79,Both,34.48,31.21,Low,1,No,2,3,No,5,Yes,3,9
2021,50-59,Both,37.53,42.25,Middle,9,Yes,1,3,Yes,2,No,10,8
2022,70-79,Both,44.57,39.9,Low,9,Yes,3,10,No,10,Yes,4,7
2024,20-24,Female,10.09,59.87,Low,8,No,10,2,Yes,7,Yes,4,8
2021,40-49,Both,11.33,53.17,Low,8,No,4,7,No,6,Yes,10,1
2021,40-49,Both,49.58,51.25,High,6,No,2,5,Yes,6,Yes,5,8
2024,60-69,Male,34.81,20.6,Low,10,No,1,7,No,5,Yes,6,10
2022,15-19,Both,26.52,56.64,High,1,No,2,7,Yes,5,No,3,3
2021,70-79,Male,30.16,46.46,Middle,3,Yes,4,6,No,10,Yes,2,10
2024,80+,Both,9.75,23.52,High,1,Yes,4,8,Yes,9,No,5,3
2024,20-24,Female,23.13,23.53,High,6,Yes,4,9,Yes,5,Yes,3,10
2023,40-49,Both,34.08,59.21,Low,2,Yes,5,9,Yes,2,No,4,3
2021,15-19,Female,38.7,49.61,High,5,No,1,5,No,8,Yes,6,2
2021,15-19,Both,19.78,64.87,Middle,2,Yes,6,1,Yes,1,No,5,1
2022,50-59,Male,13.4,41.02,Middle,9,No,6,9,Yes,8,Yes,8,6
2020,20-24,Both,9.54,64.33,Middle,5,No,1,4,No,7,Yes,2,1
2023,40-49,Male,22.72,27.41,Middle,5,No,5,7,No,6,Yes,1,6
2020,20-24,Male,17.93,54.65,High,1,Yes,6,1,No,10,Yes,7,3
